"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1172";"DESLORATADINE";"4.0";"310.83";"0";"4.02";"M-1";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1";"IC50";"'='";"1.84";"nM";"8.73";"";"";"UO_0000065";"28.10";"0.54";"4.72";"35.05";"0";"CHEMBL4410552";"Antagonist activity at histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"1.84"
"CHEMBL4557928";"";"None";"545.00";"2";"6.07";"6c";"OC(COc1ccccc1OC(F)(F)F)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"36.71";"nM";"7.43";"";"";"UO_0000065";"13.64";"0.27";"1.37";"13.56";"0";"CHEMBL4410552";"Antagonist activity at histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"36.71"
"CHEMBL5559786";"";"None";"515.10";"2";"6.73";"III-4";"CC(C)(C(=O)O)c1cccc(CCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1";"IC50";"'='";"24.12";"nM";"7.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5513836";"Antagonist activity at human H1 receptor expressed in PathHunter CHO-K1 HRH1 beta-arrestin cells preincubated for 30 mins followed by agonist addition at 6 times EC80 and measured after 90 to 180 mins by PathHunter assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PathHunter CHO-K1 HRH1 beta-arrestin";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512623";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"TIME_Lower = 30.0 min | TIME_Upper = 210.0 min";"ANTAGONIST";"";"24.12"
"CHEMBL83731";"";"None";"266.34";"0";"2.80";"2j";"NCC1CC2c3ccccc3Cc3ccccc3N2O1";"IC50";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"25.16";"0.46";"3.90";"17.41";"0";"CHEMBL857171";"Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135380";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"6.7"
"CHEMBL83658";"";"None";"294.40";"0";"3.40";"2a";"CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1";"IC50";"'='";"6.761";"nM";"8.17";"";"";"UO_0000065";"27.75";"0.51";"4.77";"52.01";"1";"CHEMBL857171";"Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135380";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"8.17"
"CHEMBL564446";"";"None";"422.55";"0";"4.30";"9h";"CN(C1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1";"IC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"20.07";"0.37";"4.18";"25.30";"0";"CHEMBL1060927";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154013";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"3.3"
"CHEMBL1742403";"ALINASTINE";"2.0";"433.64";"1";"5.79";"BDBM293411";"CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C)cc3)CC2)nc2ccccc21";"IC50";"'='";"424.0";"nM";"6.37";"";"559240";"UO_0000065";"14.70";"0.27";"0.58";"21.04";"0";"CHEMBL5731518";"BIOLOGICAL ASSAY: Affinity for histamine H1-receptor was determined by binding studies to H1 receptors. The sample used is a suspension of membranes of CHO cells transfected with the human H1 receptor (5 mg/ml, PerkinElmer), stored at −80° C. until use. After thawing, the membranes were homogenized in assay buffer (50 mM Na/K phosphate) prepared in purified water and kept at room temperature (pH 7.4). The assay was performed in 96-well microplates. In each well, 25 μl of buffer and 25 μl of vehicle (total binding) or 10 μM pyrilamine (nonspecific binding) or the products to be tested was added. Subsequently, 200 μl of the membrane suspension was added to all wells and the microtiter plate was preincubated at 25° C. for 15 min. After this time, 25 μl of 3H-pyrilamine (1.5 nM) was added and the reaction was allowed to incubate for 60 min at 25° C. Then, free radioligand was quickly separated from bound radioligand by vacuum filtration (Multiscreen microplate Screener), performing 10 washes with assay buffer (4° C.). Subsequently 45 μl of scintillation fluid was added to each well and after sealing of the microplate, the radioactivity was quantified in a liquid scintillation counter (TopCount). The graphs of the inhibition curves and calculation the IC50 value were generated with the GraphPad Prism program.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725809";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"424.0"
"CHEMBL563647";"";"None";"563.72";"1";"3.87";"33";"CCC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(c3cc(=O)n(C)c(=O)n3C)CC1)c1ccccc1S2";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"13.10";"0.25";"3.52";"8.12";"0";"CHEMBL1059633";"Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"41.0"
"CHEMBL551457";"";"None";"507.62";"1";"2.60";"21";"Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"14.64";"0.28";"4.83";"8.17";"0";"CHEMBL1059633";"Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307512";"";"";"";"37.0"
"CHEMBL560120";"";"None";"441.36";"0";"2.74";"3a";"Cn1c(NCCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"16.40";"0.34";"4.50";"10.56";"0";"CHEMBL1059632";"Inhibition of histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"58.0"
"CHEMBL1774496";"";"None";"519.60";"1";"2.42";"13g";"Cn1c(N2CCCN(CCCN3c4cc(C(=O)O)ccc4COc4ccccc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"530.0";"nM";"6.28";"";"";"UO_0000065";"12.08";"0.23";"3.86";"6.26";"0";"CHEMBL1775250";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772991";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307512";"";"";"";"530.0"
"CHEMBL1774490";"";"None";"505.58";"1";"2.02";"13a";"Cn1c(N2CCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"13.56";"0.25";"4.83";"6.84";"0";"CHEMBL1775250";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772991";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307512";"";"";"";"140.0"
"CHEMBL1783975";"";"None";"388.56";"0";"4.04";"3{24}";"Cc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C2CCN(C)CC2)C1";"IC50";"'='";"7570.0";"nM";"5.12";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786003";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"7.57"
"CHEMBL4527708";"";"None";"509.44";"2";"6.01";"5; V3a";"CC[C@]12CCCN(C(=O)c3cccc(Br)c3)CCc3c(n(c4ccccc34)C(=O)C1)[C@@H]2OC";"IC50";"'='";"4160.0";"nM";"5.38";"";"";"UO_0000065";"10.56";"0.22";"-0.63";"10.44";"0";"CHEMBL4344228";"Antagonist activity at human Gq-coupled HRH1 expressed in CHOK1 cells assessed as inhibition in Orexin A-induced beta-arrestin 2 recruitment incubated for 30 mins followed by Orexin A addition and measured after 90 or 180 mins by pathhunter beta-arrestin assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342456";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"4.16"
"CHEMBL589150";"";"None";"338.43";"0";"4.02";"4(11)";"COc1ccc(CCn2c3c(c4cc(F)ccc42)CN(C)CC3)cc1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1038010";"Antagonist activity at histamine H1 receptor in human SK-N-SH cells assessed as histamine-induced maximum intracellular calcium spike at phase 1 treated 10 to 15 seconds before histamine challenge";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307745";"";"";"";"0.032"
"CHEMBL1091774";"";"None";"336.50";"1";"5.09";"26a, (-)-R";"C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12";"IC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"15.50";"0.30";"0.12";"32.33";"0";"CHEMBL1106977";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156278";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"6.1"
"CHEMBL4209188";"";"None";"424.57";"0";"3.64";"7h";"CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccn1";"IC50";"'='";"418.0";"nM";"6.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4188003";"Antagonistic activity at histamine 1 receptor (unknown origin) after 10 mins by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"418.0"
"CHEMBL85";"RISPERIDONE";"4.0";"410.49";"0";"3.59";"Risperidone";"Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2";"IC50";"'='";"454.0";"nM";"6.34";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL4188003";"Antagonistic activity at histamine 1 receptor (unknown origin) after 10 mins by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";"";"454.0"
"CHEMBL5554991";"";"None";"506.05";"1";"4.47";"II-2";"COC(=O)C(C)(C)c1cnnn1CCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"66.93";"nM";"7.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5513836";"Antagonist activity at human H1 receptor expressed in PathHunter CHO-K1 HRH1 beta-arrestin cells preincubated for 30 mins followed by agonist addition at 6 times EC80 and measured after 90 to 180 mins by PathHunter assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PathHunter CHO-K1 HRH1 beta-arrestin";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512623";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"TIME_Lower = 30.0 min | TIME_Upper = 210.0 min";"ANTAGONIST";"";"66.93"
"CHEMBL3183055";"";"None";"304.35";"0";"2.27";"7";"CN(C)CCc1c[nH]c2ccccc12.O=C(O)/C=C/C(=O)O";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"33.38";"0.61";"4.01";"33.02";"0";"CHEMBL5372886";"Displacement of [3H] pyrilamine from human recombinant histamine H1 receptor expressed in CHO-K1 cells incubated for 180 mins by spectrophotometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370593";"1";"Scientific Literature";"ACS Med Chem Lett";"2023";"None";"DOSE = 10.0 microM | TIME = 3.0 hr";"INHIBITOR";"";"0.52"
"CHEMBL1172";"DESLORATADINE";"4.0";"310.83";"0";"4.02";"4";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1";"IC50";"'='";"0.83";"nM";"9.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5513914";"Antagonist activity at H1 receptor (unknown origin)";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5512623";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"";"ANTAGONIST";"";"0.83"
"CHEMBL1197564";"NORKETOTIFEN";"2.0";"295.41";"0";"3.67";"BDBM181150";"O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21";"IC50";"'='";"11000.0";"nM";"4.96";"";"328078";"UO_0000065";"16.79";"0.32";"1.29";"17.04";"0";"CHEMBL3887282";"Histamine H1 Receptors Binding Assay: Affinities of the test compounds for peripheral human histamine H-1-receptors were assessed using receptor-binding assays. The specific binding of the radioactive ligand to the receptor was defined as the difference between total binding and nonspecific binding, determined in the presence of excess unlabeled ligand. [3H]-histamine was used as the ligand in this study and the affinity values were determined according to the Cheng-Prusoff equation.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886156";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"11000.0"
"CHEMBL479";"THIORIDAZINE";"4.0";"370.59";"1";"5.89";"thioridazine";"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2";"IC50";"'='";"72.0";"nM";"7.14";"";"";"UO_0000065";"19.27";"0.39";"1.25";"110.23";"0";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";"0.072"
"CHEMBL643";"PROMETHAZINE";"4.0";"284.43";"0";"4.24";"promethazine";"CC(CN1c2ccccc2Sc2ccccc21)N(C)C";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"29.07";"0.56";"4.03";"127.59";"0";"CHEMBL3090832";"Binding affinity to histamine H1 receptor (unknown origin) by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085767";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"0.0054"
"CHEMBL3929465";"";"None";"297.42";"0";"3.52";"BDBM60637";"O[C@H]1Cc2ccccc2C(=C2CCNCC2)c2ccsc21";"IC50";"'='";"17000.0";"nM";"4.77";"";"328080";"UO_0000065";"16.04";"0.31";"1.25";"14.78";"0";"CHEMBL3887282";"Histamine H1 Receptors Binding Assay: Affinities of the test compounds for peripheral human histamine H-1-receptors were assessed using receptor-binding assays. The specific binding of the radioactive ligand to the receptor was defined as the difference between total binding and nonspecific binding, determined in the presence of excess unlabeled ligand. [3H]-histamine was used as the ligand in this study and the affinity values were determined according to the Cheng-Prusoff equation.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886156";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"17000.0"
"CHEMBL561690";"";"None";"414.53";"1";"5.33";"9b";"CN(c1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1";"IC50";"'='";"80.5";"nM";"7.09";"";"";"UO_0000065";"17.11";"0.31";"1.76";"29.19";"0";"CHEMBL1060927";"Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154013";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"80.5"
"CHEMBL154068";"";"None";"256.14";"0";"2.88";"17c";"NCCc1c[nH]c(-c2ccc(Cl)c(Cl)c2)n1";"IC50";"'='";"50118.72";"nM";"4.30";"";"";"UO_0000065";"16.79";"0.37";"1.42";"7.86";"0";"CHEMBL692983";"Inhibitory activity against human Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145948";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-4.3"
"CHEMBL4591702";"";"None";"491.03";"1";"5.18";"16c";"COc1ccccc1OC[C@H](O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"3.67";"nM";"8.44";"";"";"UO_0000065";"17.18";"0.33";"3.26";"15.39";"0";"CHEMBL4410552";"Antagonist activity at histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"3.67"
"CHEMBL4539150";"";"None";"475.03";"1";"5.48";"5c";"Cc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"16.95";"0.32";"2.57";"17.66";"0";"CHEMBL4410552";"Antagonist activity at histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"8.9"
"CHEMBL4473399";"";"None";"505.06";"2";"5.57";"4c";"CCOc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"IC50";"'='";"17.65";"nM";"7.75";"";"";"UO_0000065";"15.35";"0.29";"2.18";"14.14";"0";"CHEMBL4410552";"Antagonist activity at histamine H1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"17.65"
"CHEMBL908";"CHLORPROTHIXENE";"4.0";"315.87";"1";"5.19";"chlorprothixene";"CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169534";"Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163313";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";"";"";"1.0"
"CHEMBL4102670";"";"None";"424.57";"0";"2.96";"10d";"Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O";"IC50";"'='";"177.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4045108";"Antagonist activity at histamine H1 receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043141";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"177.0"
"CHEMBL4104261";"";"None";"426.56";"0";"3.94";"12f";"Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F";"IC50";"'='";"123.0";"nM";"6.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4045108";"Antagonist activity at histamine H1 receptor (unknown origin) after 10 mins by calcium 5 dye based FLIPR assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043141";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"123.0"
"CHEMBL1783965";"";"None";"305.43";"0";"3.58";"3{14}";"Cc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C)C1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786003";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.16"
"CHEMBL1783967";"";"None";"309.39";"0";"3.41";"3{16}";"CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785997";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.47"
"CHEMBL1783956";"";"None";"309.39";"0";"3.41";"3{5}";"CN1CCc2c(c3cc(F)ccc3n2CCc2ccccn2)C1";"IC50";"'='";"940.0";"nM";"6.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786003";"Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SK-N-SH";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307745";"";"";"";"0.94"
